pitch,start,duration,beat_type,string,position,finger
88,0,0.5,4,4,4,4
87,1,0.5,4,4,4,3
88,2,0.5,4,4,4,4
83,3,0.5,4,4,1,4
80,4,0.5,4,4,1,2
83,5,0.5,4,4,1,4
76,6,0.5,4,3,1,4
78,7,0.5,4,4,1,1
76,8,0.5,4,3,1,4
75,9,0.5,4,3,1,3
76,10,0.5,4,3,1,4
71,11,0.5,4,3,1,1
68,12,0.5,4,2,1,3
71,13,0.5,4,3,1,1
64,14,0.5,4,2,1,1
71,15,0.5,4,3,1,1
66,16,0.5,4,2,1,2
71,17,0.5,4,3,1,1
68,18,0.5,4,2,1,3
71,19,0.5,4,3,1,1
69,20,0.5,4,2,1,4
71,21,0.5,4,3,1,1
68,22,0.5,4,2,1,3
71,23,0.5,4,3,1,1
66,24,0.5,4,2,1,2
71,25,0.5,4,3,1,1
64,26,0.5,4,2,1,1
76,27,0.5,4,3,1,4
75,28,0.5,4,3,1,3
73,29,0.5,4,3,1,2
71,30,0.5,4,3,1,1
76,31,0.5,4,3,1,4
75,32,0.5,4,3,1,3
73,33,0.5,4,3,1,2
71,34,0.5,4,3,1,1
69,35,0.5,4,2,1,4
68,36,0.5,4,2,1,3
66,37,0.5,4,2,1,2
64,38,0.5,4,2,1,1
71,39,0.5,4,3,1,1
66,40,0.5,4,2,1,2
71,41,0.5,4,3,1,1
68,42,0.5,4,2,1,3
71,43,0.5,4,3,1,1
69,44,0.5,4,2,1,4
71,45,0.5,4,3,1,1
68,46,0.5,4,2,1,3
71,47,0.5,4,3,1,1
66,48,0.5,4,2,1,2
71,49,0.5,4,3,1,1
64,50,0.5,4,2,1,1
76,51,0.5,4,3,1,4
75,52,0.5,4,3,1,3
73,53,0.5,4,3,1,2
71,54,0.5,4,3,1,1
76,55,0.5,4,3,1,4
75,56,0.5,4,3,1,3
73,57,0.5,4,3,1,2
71,58,0.5,4,3,1,1
69,59,0.5,4,2,1,4
68,60,0.5,4,2,1,3
66,61,0.5,4,2,1,2
64,62,0.5,4,2,1,1
66,63,0.5,4,2,1,2
68,64,0.5,4,2,1,3
69,65,0.5,4,2,1,4
71,66,0.5,4,3,1,1
73,67,0.5,4,3,1,2
75,68,0.5,4,3,1,3
76,69,0.5,4,3,1,4
78,70,0.5,4,4,1,1
80,71,0.5,4,4,1,2
81,72,0.5,4,4,1,3
78,73,0.5,4,4,1,1
80,74,0.5,4,4,1,2
83,75,0.5,4,4,1,4
76,76,0.5,4,3,1,4
78,77,0.5,4,4,1,1
80,78,0.5,4,4,1,2
81,79,0.5,4,4,1,3
83,80,0.5,4,4,1,4
85,81,0.5,4,4,3,3
87,82,0.5,4,4,4,3
88,83,0.5,4,4,4,4
85,84,0.5,4,4,3,3
87,85,0.5,4,4,4,3
88,86,0.5,4,4,4,4
83,87,0.5,4,4,1,4
81,88,0.5,4,4,1,3
83,89,0.5,4,4,1,4
80,90,0.5,4,4,1,2
83,91,0.5,4,4,1,4
81,92,0.5,4,4,1,3
83,93,0.5,4,4,1,4
80,94,0.5,4,4,1,2
83,95,0.5,4,4,1,4
78,96,0.5,4,4,1,1
83,97,0.5,4,4,1,4
76,98,0.5,4,3,1,4
88,99,0.5,4,4,4,4
87,100,0.5,4,4,4,3
85,101,0.5,4,4,3,3
83,102,0.5,4,4,1,4
76,103,0.5,4,3,1,4
85,104,0.5,4,4,3,3
76,105,0.5,4,3,1,4
83,106,0.5,4,4,1,4
76,107,0.5,4,3,1,4
81,108,0.5,4,4,1,3
76,109,0.5,4,3,1,4
80,110,0.5,4,4,1,2
83,111,0.5,4,4,1,4
78,112,0.5,4,4,1,1
83,113,0.5,4,4,1,4
80,114,0.5,4,4,1,2
83,115,0.5,4,4,1,4
81,116,0.5,4,4,1,3
83,117,0.5,4,4,1,4
80,118,0.5,4,4,1,2
83,119,0.5,4,4,1,4
78,120,0.5,4,4,1,1
83,121,0.5,4,4,1,4
76,122,0.5,4,3,1,4
88,123,0.5,4,4,4,4
87,124,0.5,4,4,4,3
85,125,0.5,4,4,3,3
83,126,0.5,4,4,1,4
76,127,0.5,4,3,1,4
85,128,0.5,4,4,3,3
76,129,0.5,4,3,1,4
83,130,0.5,4,4,1,4
76,131,0.5,4,3,1,4
81,132,0.5,4,4,1,3
76,133,0.5,4,3,1,4
80,134,0.5,4,4,1,2
76,135,0.5,4,3,1,4
76,136,0.5,4,3,1,4
76,137,0.5,4,3,1,4
75,138,0.5,4,3,1,3
76,139,0.5,4,3,1,4
76,140,0.5,4,3,1,4
76,141,0.5,4,3,1,4
78,142,0.5,4,4,1,1
76,143,0.5,4,3,1,4
75,144,0.5,4,3,1,3
76,145,0.5,4,3,1,4
76,146,0.5,4,3,1,4
76,147,0.5,4,3,1,4
80,148,0.5,4,4,1,2
76,149,0.5,4,3,1,4
78,150,0.5,4,4,1,1
76,151,0.5,4,3,1,4
80,152,0.5,4,4,1,2
76,153,0.5,4,3,1,4
81,154,0.5,4,4,1,3
76,155,0.5,4,3,1,4
78,156,0.5,4,4,1,1
76,157,0.5,4,3,1,4
80,158,0.5,4,4,1,2
76,159,0.5,4,3,1,4
76,160,0.5,4,3,1,4
76,161,0.5,4,3,1,4
75,162,0.5,4,3,1,3
76,163,0.5,4,3,1,4
76,164,0.5,4,3,1,4
76,165,0.5,4,3,1,4
78,166,0.5,4,4,1,1
76,167,0.5,4,3,1,4
75,168,0.5,4,3,1,3
76,169,0.5,4,3,1,4
76,170,0.5,4,3,1,4
76,171,0.5,4,3,1,4
80,172,0.5,4,4,1,2
76,173,0.5,4,3,1,4
78,174,0.5,4,4,1,1
76,175,0.5,4,3,1,4
80,176,0.5,4,4,1,2
76,177,0.5,4,3,1,4
81,178,0.5,4,4,1,3
76,179,0.5,4,3,1,4
78,180,0.5,4,4,1,1
76,181,0.5,4,3,1,4
80,182,0.5,4,4,1,2
76,183,0.5,4,3,1,4
80,184,0.5,4,4,1,2
76,185,0.5,4,3,1,4
80,186,0.5,4,4,1,2
76,187,0.5,4,3,1,4
80,188,0.5,4,4,1,2
76,189,0.5,4,3,1,4
80,190,0.5,4,4,1,2
76,191,0.5,4,3,1,4
80,192,0.5,4,4,1,2
76,193,0.5,4,3,1,4
80,194,0.5,4,4,1,2
76,195,0.5,4,3,1,4
80,196,0.5,4,4,1,2
75,197,0.5,4,3,1,3
80,198,0.5,4,4,1,2
76,199,0.5,4,3,1,4
80,200,0.5,4,4,1,2
75,201,0.5,4,3,1,3
80,202,0.5,4,4,1,2
76,203,0.5,4,3,1,4
80,204,0.5,4,4,1,2
75,205,0.5,4,3,1,3
80,206,0.5,4,4,1,2
76,207,0.5,4,3,1,4
80,208,0.5,4,4,1,2
